School Year,NCES LEA ID,LEA,Data Description,Value,Population,Subgroup
2012-2013,5100120,ALEXANDRIA CITY PBLC SCHS,Homeless Students Enrolled,224,Homeless Students,All Students
2012-2013,5100152,ALLEGHANY CO PBLC SCHS,Homeless Students Enrolled,35,Homeless Students,All Students
2012-2013,5100180,AMELIA CO PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2012-2013,5100210,AMHERST CO PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2012-2013,5100240,APPOMATTOX CO PBLC SCHS,Homeless Students Enrolled,14,Homeless Students,All Students
2012-2013,5100270,ARLINGTON CO PBLC SCHS,Homeless Students Enrolled,233,Homeless Students,All Students
2012-2013,5100300,AUGUSTA CO PBLC SCHS,Homeless Students Enrolled,75,Homeless Students,All Students
2012-2013,5100330,BATH CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5100360,BEDFORD CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2012-2013,5100420,BOTETOURT CO PBLC SCHS,Homeless Students Enrolled,21,Homeless Students,All Students
2012-2013,5100450,BRISTOL CITY PBLC SCHS,Homeless Students Enrolled,200,Homeless Students,All Students
2012-2013,5100480,BRUNSWICK CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2012-2013,5100560,BUENA VISTA CITY PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2012-2013,5100600,CAMPBELL CO PBLC SCHS,Homeless Students Enrolled,220,Homeless Students,All Students
2012-2013,5100660,CAROLINE CO PBLC SCHS,Homeless Students Enrolled,72,Homeless Students,All Students
2012-2013,5100690,CARROLL CO PBLC SCHS,Homeless Students Enrolled,44,Homeless Students,All Students
2012-2013,5100720,CHARLES CITY CO PBLC SCHS,Homeless Students Enrolled,22,Homeless Students,All Students
2012-2013,5100750,CHARLOTTE CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5100780,CHARLOTTESVILLE CTY PBLC SCHS,Homeless Students Enrolled,85,Homeless Students,All Students
2012-2013,5100810,CHESAPEAKE CITY PBLC SCHS,Homeless Students Enrolled,135,Homeless Students,All Students
2012-2013,5100840,CHESTERFIELD CO PBLC SCHS,Homeless Students Enrolled,817,Homeless Students,All Students
2012-2013,5100870,CLARKE CO PBLC SCHS,Homeless Students Enrolled,18,Homeless Students,All Students
2012-2013,5100930,COLONIAL BEACH PBLC SCHS,Homeless Students Enrolled,100,Homeless Students,All Students
2012-2013,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,Homeless Students Enrolled,18,Homeless Students,All Students
2012-2013,5100990,COVINGTON CITY PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2012-2013,5101050,CULPEPER CO PBLC SCHS,Homeless Students Enrolled,83,Homeless Students,All Students
2012-2013,5101080,CUMBERLAND CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2012-2013,5101110,DANVILLE CITY PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5101140,DICKENSON CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5101170,DINWIDDIE CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2012-2013,5101200,ESSEX CO PBLC SCHS,Homeless Students Enrolled,43,Homeless Students,All Students
2012-2013,5101260,FAIRFAX CO PBLC SCHS,Homeless Students Enrolled,2446,Homeless Students,All Students
2012-2013,5101290,FALLS CHURCH CITY PBLC SCHS,Homeless Students Enrolled,22,Homeless Students,All Students
2012-2013,5101320,FAUQUIER CO PBLC SCHS,Homeless Students Enrolled,242,Homeless Students,All Students
2012-2013,5101350,FLOYD CO PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2012-2013,5101380,FLUVANNA CO PBLC SCHS,Homeless Students Enrolled,56,Homeless Students,All Students
2012-2013,5101410,FRANKLIN CITY PBLC SCHS,Homeless Students Enrolled,10,Homeless Students,All Students
2012-2013,5101440,FRANKLIN CO PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2012-2013,5101470,FREDERICK CO PBLC SCHS,Homeless Students Enrolled,233,Homeless Students,All Students
2012-2013,5101510,FREDERICKSBURG CITY PBLC SCHS,Homeless Students Enrolled,124,Homeless Students,All Students
2012-2013,5101560,GALAX CITY PBLC SCHS,Homeless Students Enrolled,15,Homeless Students,All Students
2012-2013,5101590,GILES CO PBLC SCHS,Homeless Students Enrolled,42,Homeless Students,All Students
2012-2013,5101620,GLOUCESTER CO PBLC SCHS,Homeless Students Enrolled,14,Homeless Students,All Students
2012-2013,5101650,GOOCHLAND CO PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2012-2013,5101690,GRAYSON CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5101710,GREENE CO PBLC SCHS,Homeless Students Enrolled,65,Homeless Students,All Students
2012-2013,5101740,GREENSVILLE CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5101800,HAMPTON CITY PBLC SCHS,Homeless Students Enrolled,323,Homeless Students,All Students
2012-2013,5101830,HANOVER CO PBLC SCHS,Homeless Students Enrolled,57,Homeless Students,All Students
2012-2013,5101860,HARRISONBURG CITY PBLC SCHS,Homeless Students Enrolled,84,Homeless Students,All Students
2012-2013,5101890,HENRICO CO PBLC SCHS,Homeless Students Enrolled,965,Homeless Students,All Students
2012-2013,5101920,HENRY CO PBLC SCHS,Homeless Students Enrolled,47,Homeless Students,All Students
2012-2013,5101980,HOPEWELL CITY PBLC SCHS,Homeless Students Enrolled,77,Homeless Students,All Students
2012-2013,5102010,ISLE OF WIGHT CO PBLC SCHS,Homeless Students Enrolled,92,Homeless Students,All Students
2012-2013,5102100,KING GEO CO PBLC SCHS,Homeless Students Enrolled,156,Homeless Students,All Students
2012-2013,5102120,KING WILLIAM CO PBLC SCHS,Homeless Students Enrolled,15,Homeless Students,All Students
2012-2013,5102160,LANCASTER CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2012-2013,5102220,LEXINGTON CITY PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2012-2013,5102250,LOUDOUN CO PBLC SCHS,Homeless Students Enrolled,939,Homeless Students,All Students
2012-2013,5102280,LOUISA CO PBLC SCHS,Homeless Students Enrolled,39,Homeless Students,All Students
2012-2013,5102340,LYNCHBURG CITY PBLC SCHS,Homeless Students Enrolled,193,Homeless Students,All Students
2012-2013,5102360,MANASSAS CITY PBLC SCHS,Homeless Students Enrolled,152,Homeless Students,All Students
2012-2013,5102370,MADISON CO PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2012-2013,5102390,MANASSAS PARK CITY PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2012-2013,5102400,MARTINSVILLE CITY PBLC SCHS,Homeless Students Enrolled,23,Homeless Students,All Students
2012-2013,5102430,MATHEWS CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5102460,MECKLENBURG CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5102490,MIDDLESEX CO PBLC SCHS,Homeless Students Enrolled,18,Homeless Students,All Students
2012-2013,5102520,MONTGOMERY CO PBLC SCHS,Homeless Students Enrolled,191,Homeless Students,All Students
2012-2013,5102580,NELSON CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5102610,NEW KENT CO PBLC SCHS,Homeless Students Enrolled,37,Homeless Students,All Students
2012-2013,5102640,NEWPORT NEWS CITY PBLC SCHS,Homeless Students Enrolled,893,Homeless Students,All Students
2012-2013,5102670,NORFOLK CITY PBLC SCHS,Homeless Students Enrolled,606,Homeless Students,All Students
2012-2013,5102710,NORTHAMPTON CO PBLC SCHS,Homeless Students Enrolled,318,Homeless Students,All Students
2012-2013,5102760,NORTON CITY PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5102790,NOTTOWAY CO PBLC SCHS,Homeless Students Enrolled,22,Homeless Students,All Students
2012-2013,5102820,ORANGE CO PBLC SCHS,Homeless Students Enrolled,103,Homeless Students,All Students
2012-2013,5102850,PAGE CO PBLC SCHS,Homeless Students Enrolled,29,Homeless Students,All Students
2012-2013,5102880,PATRICK CO PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2012-2013,5102910,PETERSBURG CITY PBLC SCHS,Homeless Students Enrolled,433,Homeless Students,All Students
2012-2013,5102940,PITTSYLVANIA CO PBLC SCHS,Homeless Students Enrolled,20,Homeless Students,All Students
2012-2013,5102980,POQUOSON CITY PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2012-2013,5103000,PORTSMOUTH CITY PBLC SCHS,Homeless Students Enrolled,210,Homeless Students,All Students
2012-2013,5103030,POWHATAN CO PBLC SCHS,Homeless Students Enrolled,21,Homeless Students,All Students
2012-2013,5103090,PRINCE GEORGE CO PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2012-2013,5103130,PRINCE WILLIAM CO PBLC SCHS,Homeless Students Enrolled,444,Homeless Students,All Students
2012-2013,5103150,PULASKI CO PBLC SCHS,Homeless Students Enrolled,71,Homeless Students,All Students
2012-2013,5103180,RADFORD CITY PBLC SCHS,Homeless Students Enrolled,39,Homeless Students,All Students
2012-2013,5103240,RICHMOND CITY PBLC SCHS,Homeless Students Enrolled,1000,Homeless Students,All Students
2012-2013,5103270,RICHMOND CO PBLC SCHS,Homeless Students Enrolled,12,Homeless Students,All Students
2012-2013,5103300,ROANOKE CITY PBLC SCHS,Homeless Students Enrolled,581,Homeless Students,All Students
2012-2013,5103330,ROANOKE CO PBLC SCHS,Homeless Students Enrolled,61,Homeless Students,All Students
2012-2013,5103370,ROCKBRIDGE CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5103390,ROCKINGHAM CO PBLC SCHS,Homeless Students Enrolled,86,Homeless Students,All Students
2012-2013,5103460,SALEM CITY PBLC SCHS,Homeless Students Enrolled,16,Homeless Students,All Students
2012-2013,5103480,SCOTT CO PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2012-2013,5103510,SHENANDOAH CO PBLC SCHS,Homeless Students Enrolled,39,Homeless Students,All Students
2012-2013,5103520,SMYTH CO PBLC SCHS,Homeless Students Enrolled,6,Homeless Students,All Students
2012-2013,5103600,SOUTHAMPTON CO PBLC SCHS,Homeless Students Enrolled,9,Homeless Students,All Students
2012-2013,5103640,SPOTSYLVANIA CO PBLC SCHS,Homeless Students Enrolled,644,Homeless Students,All Students
2012-2013,5103660,STAFFORD CO PBLC SCHS,Homeless Students Enrolled,389,Homeless Students,All Students
2012-2013,5103690,STAUNTON CITY PBLC SCHS,Homeless Students Enrolled,70,Homeless Students,All Students
2012-2013,5103710,SUFFOLK CITY PBLC SCHS,Homeless Students Enrolled,93,Homeless Students,All Students
2012-2013,5103750,SURRY CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5103780,SUSSEX CO PBLC SCHS,Homeless Students Enrolled,10,Homeless Students,All Students
2012-2013,5103810,TAZEWELL CO PBLC SCHS,Homeless Students Enrolled,14,Homeless Students,All Students
2012-2013,5103840,VA BEACH CITY PBLC SCHS,Homeless Students Enrolled,773,Homeless Students,All Students
2012-2013,5103870,WARREN CO PBLC SCHS,Homeless Students Enrolled,53,Homeless Students,All Students
2012-2013,5103900,WASHINGTON CO PBLC SCHS,Homeless Students Enrolled,168,Homeless Students,All Students
2012-2013,5103930,WAYNESBORO CITY PBLC SCHS,Homeless Students Enrolled,47,Homeless Students,All Students
2012-2013,5103950,WEST POINT PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5103980,WESTMORELAND CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2012-2013,5104020,WILLIAMSBURG-JAMES CITY PBLC SCHS,Homeless Students Enrolled,337,Homeless Students,All Students
2012-2013,5104050,WINCHESTER CITY PBLC SCHS,Homeless Students Enrolled,188,Homeless Students,All Students
2012-2013,5104080,WISE CO PBLC SCHS,Homeless Students Enrolled,344,Homeless Students,All Students
2012-2013,5104110,WYTHE CO PBLC SCHS,Homeless Students Enrolled,29,Homeless Students,All Students
2012-2013,5104150,YORK CO PBLC SCHS,Homeless Students Enrolled,88,Homeless Students,All Students
2014-2015,5100060,ACCOMACK CO PBLC SCHS,Homeless Students Enrolled,207,Homeless Students,All Students
2014-2015,5100090,ALBEMARLE CO PBLC SCHS,Homeless Students Enrolled,213,Homeless Students,All Students
2014-2015,5100120,ALEXANDRIA CITY PBLC SCHS,Homeless Students Enrolled,183,Homeless Students,All Students
2014-2015,5100152,ALLEGHANY CO PBLC SCHS,Homeless Students Enrolled,32,Homeless Students,All Students
2014-2015,5100180,AMELIA CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2014-2015,5100210,AMHERST CO PBLC SCHS,Homeless Students Enrolled,59,Homeless Students,All Students
2014-2015,5100240,APPOMATTOX CO PBLC SCHS,Homeless Students Enrolled,27,Homeless Students,All Students
2014-2015,5100270,ARLINGTON CO PBLC SCHS,Homeless Students Enrolled,189,Homeless Students,All Students
2014-2015,5100300,AUGUSTA CO PBLC SCHS,Homeless Students Enrolled,80,Homeless Students,All Students
2014-2015,5100360,BEDFORD CO PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2014-2015,5100420,BOTETOURT CO PBLC SCHS,Homeless Students Enrolled,49,Homeless Students,All Students
2014-2015,5100450,BRISTOL CITY PBLC SCHS,Homeless Students Enrolled,96,Homeless Students,All Students
2014-2015,5100480,BRUNSWICK CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2014-2015,5100560,BUENA VISTA CITY PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2014-2015,5100600,CAMPBELL CO PBLC SCHS,Homeless Students Enrolled,94,Homeless Students,All Students
2014-2015,5100660,CAROLINE CO PBLC SCHS,Homeless Students Enrolled,74,Homeless Students,All Students
2014-2015,5100690,CARROLL CO PBLC SCHS,Homeless Students Enrolled,46,Homeless Students,All Students
2014-2015,5100720,CHARLES CITY CO PBLC SCHS,Homeless Students Enrolled,26,Homeless Students,All Students
2014-2015,5100780,CHARLOTTESVILLE CTY PBLC SCHS,Homeless Students Enrolled,105,Homeless Students,All Students
2014-2015,5100810,CHESAPEAKE CITY PBLC SCHS,Homeless Students Enrolled,237,Homeless Students,All Students
2014-2015,5100840,CHESTERFIELD CO PBLC SCHS,Homeless Students Enrolled,609,Homeless Students,All Students
2014-2015,5100870,CLARKE CO PBLC SCHS,Homeless Students Enrolled,30,Homeless Students,All Students
2014-2015,5100930,COLONIAL BEACH PBLC SCHS,Homeless Students Enrolled,115,Homeless Students,All Students
2014-2015,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,Homeless Students Enrolled,20,Homeless Students,All Students
2014-2015,5100990,COVINGTON CITY PBLC SCHS,Homeless Students Enrolled,6,Homeless Students,All Students
2014-2015,5101020,CRAIG CO PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2014-2015,5101050,CULPEPER CO PBLC SCHS,Homeless Students Enrolled,67,Homeless Students,All Students
2014-2015,5101080,CUMBERLAND CO PBLC SCHS,Homeless Students Enrolled,9,Homeless Students,All Students
2014-2015,5101110,DANVILLE CITY PBLC SCHS,Homeless Students Enrolled,178,Homeless Students,All Students
2014-2015,5101140,DICKENSON CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2014-2015,5101170,DINWIDDIE CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2014-2015,5101200,ESSEX CO PBLC SCHS,Homeless Students Enrolled,10,Homeless Students,All Students
2014-2015,5101260,FAIRFAX CO PBLC SCHS,Homeless Students Enrolled,2275,Homeless Students,All Students
2014-2015,5101290,FALLS CHURCH CITY PBLC SCHS,Homeless Students Enrolled,35,Homeless Students,All Students
2014-2015,5101320,FAUQUIER CO PBLC SCHS,Homeless Students Enrolled,291,Homeless Students,All Students
2014-2015,5101350,FLOYD CO PBLC SCHS,Homeless Students Enrolled,20,Homeless Students,All Students
2014-2015,5101380,FLUVANNA CO PBLC SCHS,Homeless Students Enrolled,56,Homeless Students,All Students
2014-2015,5101410,FRANKLIN CITY PBLC SCHS,Homeless Students Enrolled,30,Homeless Students,All Students
2014-2015,5101440,FRANKLIN CO PBLC SCHS,Homeless Students Enrolled,12,Homeless Students,All Students
2014-2015,5101470,FREDERICK CO PBLC SCHS,Homeless Students Enrolled,194,Homeless Students,All Students
2014-2015,5101510,FREDERICKSBURG CITY PBLC SCHS,Homeless Students Enrolled,163,Homeless Students,All Students
2014-2015,5101560,GALAX CITY PBLC SCHS,Homeless Students Enrolled,38,Homeless Students,All Students
2014-2015,5101590,GILES CO PBLC SCHS,Homeless Students Enrolled,8,Homeless Students,All Students
2014-2015,5101620,GLOUCESTER CO PBLC SCHS,Homeless Students Enrolled,22,Homeless Students,All Students
2014-2015,5101650,GOOCHLAND CO PBLC SCHS,Homeless Students Enrolled,42,Homeless Students,All Students
2014-2015,5101690,GRAYSON CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2014-2015,5101710,GREENE CO PBLC SCHS,Homeless Students Enrolled,76,Homeless Students,All Students
2014-2015,5101740,GREENSVILLE CO PBLC SCHS,Homeless Students Enrolled,16,Homeless Students,All Students
2014-2015,5101770,HALIFAX CO PBLC SCHS,Homeless Students Enrolled,15,Homeless Students,All Students
2014-2015,5101800,HAMPTON CITY PBLC SCHS,Homeless Students Enrolled,595,Homeless Students,All Students
2014-2015,5101830,HANOVER CO PBLC SCHS,Homeless Students Enrolled,72,Homeless Students,All Students
2014-2015,5101860,HARRISONBURG CITY PBLC SCHS,Homeless Students Enrolled,116,Homeless Students,All Students
2014-2015,5101890,HENRICO CO PBLC SCHS,Homeless Students Enrolled,865,Homeless Students,All Students
2014-2015,5101920,HENRY CO PBLC SCHS,Homeless Students Enrolled,59,Homeless Students,All Students
2014-2015,5101980,HOPEWELL CITY PBLC SCHS,Homeless Students Enrolled,50,Homeless Students,All Students
2014-2015,5102010,ISLE OF WIGHT CO PBLC SCHS,Homeless Students Enrolled,33,Homeless Students,All Students
2014-2015,5102100,KING GEO CO PBLC SCHS,Homeless Students Enrolled,119,Homeless Students,All Students
2014-2015,5102120,KING WILLIAM CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2014-2015,5102160,LANCASTER CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2014-2015,5102190,LEE CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2014-2015,5102250,LOUDOUN CO PBLC SCHS,Homeless Students Enrolled,1325,Homeless Students,All Students
2014-2015,5102280,LOUISA CO PBLC SCHS,Homeless Students Enrolled,47,Homeless Students,All Students
2014-2015,5102340,LYNCHBURG CITY PBLC SCHS,Homeless Students Enrolled,247,Homeless Students,All Students
2014-2015,5102360,MANASSAS CITY PBLC SCHS,Homeless Students Enrolled,99,Homeless Students,All Students
2014-2015,5102370,MADISON CO PBLC SCHS,Homeless Students Enrolled,30,Homeless Students,All Students
2014-2015,5102390,MANASSAS PARK CITY PBLC SCHS,Homeless Students Enrolled,12,Homeless Students,All Students
2014-2015,5102400,MARTINSVILLE CITY PBLC SCHS,Homeless Students Enrolled,35,Homeless Students,All Students
2014-2015,5102430,MATHEWS CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2014-2015,5102460,MECKLENBURG CO PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2014-2015,5102490,MIDDLESEX CO PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2014-2015,5102520,MONTGOMERY CO PBLC SCHS,Homeless Students Enrolled,179,Homeless Students,All Students
2014-2015,5102610,NEW KENT CO PBLC SCHS,Homeless Students Enrolled,29,Homeless Students,All Students
2014-2015,5102640,NEWPORT NEWS CITY PBLC SCHS,Homeless Students Enrolled,632,Homeless Students,All Students
2014-2015,5102670,NORFOLK CITY PBLC SCHS,Homeless Students Enrolled,487,Homeless Students,All Students
2014-2015,5102710,NORTHAMPTON CO PBLC SCHS,Homeless Students Enrolled,288,Homeless Students,All Students
2014-2015,5102730,NORTHUMBERLAND CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2014-2015,5102760,NORTON CITY PBLC SCHS,Homeless Students Enrolled,15,Homeless Students,All Students
2014-2015,5102790,NOTTOWAY CO PBLC SCHS,Homeless Students Enrolled,40,Homeless Students,All Students
2014-2015,5102820,ORANGE CO PBLC SCHS,Homeless Students Enrolled,120,Homeless Students,All Students
2014-2015,5102850,PAGE CO PBLC SCHS,Homeless Students Enrolled,44,Homeless Students,All Students
2014-2015,5102880,PATRICK CO PBLC SCHS,Homeless Students Enrolled,40,Homeless Students,All Students
2014-2015,5102910,PETERSBURG CITY PBLC SCHS,Homeless Students Enrolled,458,Homeless Students,All Students
2014-2015,5102940,PITTSYLVANIA CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2014-2015,5102980,POQUOSON CITY PBLC SCHS,Homeless Students Enrolled,24,Homeless Students,All Students
2014-2015,5103000,PORTSMOUTH CITY PBLC SCHS,Homeless Students Enrolled,194,Homeless Students,All Students
2014-2015,5103030,POWHATAN CO PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2014-2015,5103090,PRINCE GEORGE CO PBLC SCHS,Homeless Students Enrolled,21,Homeless Students,All Students
2014-2015,5103130,PRINCE WILLIAM CO PBLC SCHS,Homeless Students Enrolled,521,Homeless Students,All Students
2014-2015,5103150,PULASKI CO PBLC SCHS,Homeless Students Enrolled,97,Homeless Students,All Students
2014-2015,5103180,RADFORD CITY PBLC SCHS,Homeless Students Enrolled,32,Homeless Students,All Students
2014-2015,5103240,RICHMOND CITY PBLC SCHS,Homeless Students Enrolled,1250,Homeless Students,All Students
2014-2015,5103270,RICHMOND CO PBLC SCHS,Homeless Students Enrolled,21,Homeless Students,All Students
2014-2015,5103300,ROANOKE CITY PBLC SCHS,Homeless Students Enrolled,597,Homeless Students,All Students
2014-2015,5103330,ROANOKE CO PBLC SCHS,Homeless Students Enrolled,69,Homeless Students,All Students
2014-2015,5103370,ROCKBRIDGE CO PBLC SCHS,Homeless Students Enrolled,29,Homeless Students,All Students
2014-2015,5103390,ROCKINGHAM CO PBLC SCHS,Homeless Students Enrolled,84,Homeless Students,All Students
2014-2015,5103460,SALEM CITY PBLC SCHS,Homeless Students Enrolled,15,Homeless Students,All Students
2014-2015,5103480,SCOTT CO PBLC SCHS,Homeless Students Enrolled,14,Homeless Students,All Students
2014-2015,5103510,SHENANDOAH CO PBLC SCHS,Homeless Students Enrolled,48,Homeless Students,All Students
2014-2015,5103520,SMYTH CO PBLC SCHS,Homeless Students Enrolled,10,Homeless Students,All Students
2014-2015,5103600,SOUTHAMPTON CO PBLC SCHS,Homeless Students Enrolled,11,Homeless Students,All Students
2014-2015,5103640,SPOTSYLVANIA CO PBLC SCHS,Homeless Students Enrolled,559,Homeless Students,All Students
2014-2015,5103660,STAFFORD CO PBLC SCHS,Homeless Students Enrolled,357,Homeless Students,All Students
2014-2015,5103690,STAUNTON CITY PBLC SCHS,Homeless Students Enrolled,68,Homeless Students,All Students
2014-2015,5103710,SUFFOLK CITY PBLC SCHS,Homeless Students Enrolled,42,Homeless Students,All Students
2014-2015,5103750,SURRY CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2014-2015,5103780,SUSSEX CO PBLC SCHS,Homeless Students Enrolled,12,Homeless Students,All Students
2014-2015,5103810,TAZEWELL CO PBLC SCHS,Homeless Students Enrolled,25,Homeless Students,All Students
2014-2015,5103840,VA BEACH CITY PBLC SCHS,Homeless Students Enrolled,815,Homeless Students,All Students
2014-2015,5103870,WARREN CO PBLC SCHS,Homeless Students Enrolled,46,Homeless Students,All Students
2014-2015,5103900,WASHINGTON CO PBLC SCHS,Homeless Students Enrolled,111,Homeless Students,All Students
2014-2015,5103930,WAYNESBORO CITY PBLC SCHS,Homeless Students Enrolled,24,Homeless Students,All Students
2014-2015,5103950,WEST POINT PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2014-2015,5104020,WILLIAMSBURG-JAMES CITY PBLC SCHS,Homeless Students Enrolled,450,Homeless Students,All Students
2014-2015,5104050,WINCHESTER CITY PBLC SCHS,Homeless Students Enrolled,220,Homeless Students,All Students
2014-2015,5104080,WISE CO PBLC SCHS,Homeless Students Enrolled,219,Homeless Students,All Students
2014-2015,5104110,WYTHE CO PBLC SCHS,Homeless Students Enrolled,12,Homeless Students,All Students
2014-2015,5104150,YORK CO PBLC SCHS,Homeless Students Enrolled,109,Homeless Students,All Students
2015-2016,5100060,ACCOMACK CO PBLC SCHS,Homeless Students Enrolled,273,Homeless Students,All Students
2015-2016,5100090,ALBEMARLE CO PBLC SCHS,Homeless Students Enrolled,234,Homeless Students,All Students
2015-2016,5100120,ALEXANDRIA CITY PBLC SCHS,Homeless Students Enrolled,171,Homeless Students,All Students
2015-2016,5100152,ALLEGHANY CO PBLC SCHS,Homeless Students Enrolled,38,Homeless Students,All Students
2015-2016,5100180,AMELIA CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2015-2016,5100210,AMHERST CO PBLC SCHS,Homeless Students Enrolled,33,Homeless Students,All Students
2015-2016,5100240,APPOMATTOX CO PBLC SCHS,Homeless Students Enrolled,53,Homeless Students,All Students
2015-2016,5100270,ARLINGTON CO PBLC SCHS,Homeless Students Enrolled,178,Homeless Students,All Students
2015-2016,5100300,AUGUSTA CO PBLC SCHS,Homeless Students Enrolled,93,Homeless Students,All Students
2015-2016,5100360,BEDFORD CO PBLC SCHS,Homeless Students Enrolled,34,Homeless Students,All Students
2015-2016,5100420,BOTETOURT CO PBLC SCHS,Homeless Students Enrolled,27,Homeless Students,All Students
2015-2016,5100450,BRISTOL CITY PBLC SCHS,Homeless Students Enrolled,76,Homeless Students,All Students
2015-2016,5100480,BRUNSWICK CO PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2015-2016,5100540,BUCKINGHAM CO PBLC SCHS,Homeless Students Enrolled,6,Homeless Students,All Students
2015-2016,5100560,BUENA VISTA CITY PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2015-2016,5100600,CAMPBELL CO PBLC SCHS,Homeless Students Enrolled,106,Homeless Students,All Students
2015-2016,5100660,CAROLINE CO PBLC SCHS,Homeless Students Enrolled,79,Homeless Students,All Students
2015-2016,5100690,CARROLL CO PBLC SCHS,Homeless Students Enrolled,42,Homeless Students,All Students
2015-2016,5100720,CHARLES CITY CO PBLC SCHS,Homeless Students Enrolled,24,Homeless Students,All Students
2015-2016,5100750,CHARLOTTE CO PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2015-2016,5100780,CHARLOTTESVILLE CTY PBLC SCHS,Homeless Students Enrolled,102,Homeless Students,All Students
2015-2016,5100810,CHESAPEAKE CITY PBLC SCHS,Homeless Students Enrolled,223,Homeless Students,All Students
2015-2016,5100840,CHESTERFIELD CO PBLC SCHS,Homeless Students Enrolled,708,Homeless Students,All Students
2015-2016,5100870,CLARKE CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2015-2016,5100930,COLONIAL BEACH PBLC SCHS,Homeless Students Enrolled,103,Homeless Students,All Students
2015-2016,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,Homeless Students Enrolled,32,Homeless Students,All Students
2015-2016,5100990,COVINGTON CITY PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
